or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end
LUKE HOKSUM HORACE,GOGORO INC,2012-09-12,27,,1886190.0,815,1886190.0,2012-06-14,2012-12-11
LYON CHARLES CHRISTOPHER,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,,4962.0,816,4962.0,2006-07-25,2007-01-21
M2 MEDICAL AS,M2 GROUP HOLDINGS INC,2009-03-24,26,,1705402.0,817,1705402.0,2008-12-24,2009-06-22
MAGNA INTERNATIONAL INC,GRUPO ANTOLÍNIRAUSA SA,2015-08-31,20,749098.0,,818,749098.0,2015-06-02,2015-11-29
MAGNETIC PERIPHERALS INC,SEAGATE TECHNOLOGY INC,1990-05-17,22,,1779474.0,819,1779474.0,1990-02-16,1990-08-15
MAHINDRU RUCHI,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,,51143.0,820,51143.0,2018-04-17,2018-10-14
MALDONADO ROBERTO A,SELECTA BIOSCIENCES INC,2012-05-25,35,,1279704.0,821,1279704.0,2012-02-25,2012-08-23
MANTOR MICHAEL,ADVANCED MICRO DEVICES INC,2012-03-05,23,,2488.0,822,2488.0,2011-12-06,2012-06-03
MANVILLE RICHARD B,MATTEL INC,2002-03-22,66,,63276.0,823,63276.0,2001-12-22,2002-06-20
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-10-31,20,,104169.0,824,104169.0,2012-08-02,2013-01-29
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-12-18,20,,104169.0,825,104169.0,2012-09-19,2013-03-18
MARK DARREN M,BLACK DECKER INC,1995-09-19,23,,93556.0,826,93556.0,1995-06-21,1995-12-18
MARMINC THOMAS,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,33,,932021.0,827,932021.0,2018-03-21,2018-09-17
MARVELL INTERNATIONAL LTD,CAVIUM INTERNATIONAL,2019-12-31,23,1940941.0,,828,1940941.0,2019-10-02,2020-03-30
MARVELL SEMICONDUCTOR INC,MARVELL INTERNATIONAL LTD,2008-09-03,31,,1940941.0,829,1940941.0,2008-06-05,2008-12-02
MARVELL TECHNOLOGY GROUP LTD,MARVELL INTERNATIONAL LTD,2001-01-19,67,1835632.0,1940941.0,830,1835632.0,2000-10-21,2001-04-19
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2017-06-08,36,,1940941.0,831,1940941.0,2017-03-10,2017-09-06
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2019-09-26,195,,1940941.0,832,1940941.0,2019-06-28,2019-12-25
MASHIACH ADI,NYXOAH SA,2018-07-19,85,,1857190.0,833,1857190.0,2018-04-20,2018-10-17
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2000-06-01,20,,110471.0,834,110471.0,2000-03-03,2000-08-30
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2005-05-27,23,,110471.0,835,110471.0,2005-02-26,2005-08-25
MATRICS INC,SYMBOL TECHNOLOGIES INC,2004-12-21,42,,1321834.0,836,1321834.0,2004-09-22,2005-03-21
MATTINGLY TODD D,WALMART STORES INC,2018-01-25,32,,104169.0,837,104169.0,2017-10-27,2018-04-25
MATTINGLY TODD D,WALMART STORES INC,2018-02-22,50,,104169.0,838,104169.0,2017-11-24,2018-05-23
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2019-09-25,41,1779474.0,,839,1779474.0,2019-06-27,2019-12-24
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2021-02-19,24,1779474.0,,840,1779474.0,2020-11-21,2021-05-20
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2019-09-25,40,1779474.0,1779474.0,841,1779474.0,2019-06-27,2019-12-24
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2021-02-19,24,1779474.0,1779474.0,842,1779474.0,2020-11-21,2021-05-20
MAXTOR CORPORATION,SEAGATE TECHNOLOGY LLC,2009-05-29,101,,1137789.0,843,1137789.0,2009-02-28,2009-08-27
MCCORD JAMES W,DOVER TECHNOLOGY INTERNATIONAL INC,1985-12-21,23,,105319.0,844,105319.0,1985-09-22,1986-03-21
MCCORMICK JAROD,SILURIA TECHNOLOGIES INC,2015-07-15,22,,1321834.0,845,1321834.0,2015-04-16,2015-10-13
MCCRARY REX,ADVANCED MICRO DEVICES INC,2012-03-27,21,,2488.0,846,2488.0,2011-12-28,2012-06-25
MCGIMPSEY DONALD ROBERT,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,,4962.0,847,4962.0,2006-08-30,2007-02-26
MCHUGH WAYNE THOMAS,GANART TECHNOLOGIES INC,2010-01-29,21,,1321834.0,848,1321834.0,2009-10-31,2010-04-29
MCNULTY CHRISTOPHER THOMAS,HYPERFINE RESEARCH INC,2018-09-10,21,,1833769.0,849,1833769.0,2018-06-12,2018-12-09
MCWILLIAMS DOUGLAS STEPHENS,EASTMAN CHEMICAL COMPANY,2006-03-24,23,,915389.0,850,915389.0,2005-12-24,2006-06-22
MEI CALIFORNIA INC,MICRON TECHNOLOGY INC,2001-03-22,46,,723125.0,851,723125.0,2000-12-22,2001-06-20
MENDLEIN JOHN D,ATYR PHARMA INC,2013-07-11,36,,1339970.0,852,1339970.0,2013-04-12,2013-10-09
MERCK CO INC,MICROSOFT CORPORATION,2009-06-26,28,310158.0,,853,310158.0,2009-03-28,2009-09-24
MERCK SHARP DOHME CORP,SIRNA THERAPEUTICS INC,2014-03-24,66,,2036042.0,854,2036042.0,2013-12-24,2014-06-22
MERRELL DOW PHARMACEUTICALS INC,MERRELL PHARMACEUTICALS INC,1995-09-15,34,1751788.0,1691082.0,855,1751788.0,1995-06-17,1995-12-14
MERRIMACK PHARMACEUTICALS INC,IPSEN BIOPHARM LTD,2017-04-03,24,1691082.0,,856,1691082.0,2017-01-03,2017-07-02
MESSALE CLAUDIO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,23,,932021.0,857,932021.0,2018-06-28,2018-12-25
METROS CRAIG,FORD GLOBAL TECHNOLOGIES LLC,2019-03-27,30,,932021.0,858,932021.0,2018-12-27,2019-06-25
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,,932021.0,859,932021.0,2015-10-07,2016-04-04
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-12-19,21,,932021.0,860,932021.0,2016-09-20,2017-03-19
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,29,,932021.0,861,932021.0,2017-10-12,2018-04-10
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-04-04,20,,932021.0,862,932021.0,2018-01-04,2018-07-03
MEYER ANTHONY,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,20,,932021.0,863,932021.0,2018-03-21,2018-09-17
MICROELECTRONICS AND COMPUTER TECHNOLOGY CORPORATION,SI DIAMOND TECHNOLOGY INC,1997-12-16,23,,1779474.0,864,1779474.0,1997-09-17,1998-03-16
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-09-26,271,723125.0,,865,723125.0,2008-06-28,2008-12-25
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-10-03,177,723125.0,,866,723125.0,2008-07-05,2009-01-01
MICRON TECHNOLOGY INC,MOSAID TECHNOLOGIES INCORPORATED,2009-06-09,20,723125.0,,867,723125.0,2009-03-11,2009-09-07
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-23,50,723125.0,,868,723125.0,2009-09-24,2010-03-23
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-30,64,723125.0,,869,723125.0,2009-10-01,2010-03-30
MICROPYRETICS HEATERS INTERNATIONAL INC,MHI HEALTH DEVICES LLC,2015-12-17,30,105319.0,,870,105319.0,2015-09-18,2016-03-16
MIDEA AMERICA CORPORATION,MIDEA GROUP CO LTD,2017-12-19,38,,2039784.0,871,2039784.0,2017-09-20,2018-03-19
MIHIC MATTHEW,BEA SYSTEMS INC,2005-08-01,27,,1352010.0,872,1352010.0,2005-05-03,2005-10-30
MIN JINKI,LG ELECTRONICS INC,2020-01-07,27,,2058873.0,873,2058873.0,2019-10-09,2020-04-06
MIRALLES CARLOS THOMAS,AEROVIRONMENT INC,2010-02-02,28,,1368622.0,874,1368622.0,2009-11-04,2010-05-03
MISHRA RAHUL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,,51143.0,875,51143.0,2014-08-19,2015-02-15
MISTRY XITIJ,FORD GLOBAL TECHNOLOGIES LLC,2018-04-03,25,,932021.0,876,932021.0,2018-01-03,2018-07-02
MITCHELL MELVIN GLENN,EASTMAN CHEMICAL COMPANY,2019-09-12,33,,915389.0,877,915389.0,2019-06-14,2019-12-11
MITEL CLOUD SERVICES INC,RINGCENTRAL INC,2022-01-28,33,,1384905.0,878,1384905.0,2021-10-30,2022-04-28
MITRA SOUVICK,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,,51143.0,879,51143.0,2014-08-19,2015-02-15
MOERTL DANIEL F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,,51143.0,880,51143.0,2014-08-21,2015-02-17
MOHAWK INDUSTRIES INC,ALADDIN MANUFACTURING CORPORATION,2019-03-29,22,851968.0,,881,851968.0,2018-12-29,2019-06-27
MOHR PAUL W,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,22,,1035267.0,882,1035267.0,2015-06-27,2015-12-24
MOHUNDRO JAMES GLENN,PACIFIC MARKETING INTERNATIONAL HK LTD,2004-03-16,65,,1940941.0,883,1940941.0,2003-12-17,2004-06-14
MOLECUMETICS LTD,MYRIAD PHARMACEUTICALS INC,2003-05-30,29,,1691082.0,884,1691082.0,2003-03-01,2003-08-28
MONDELLO ANTONINO,MICRON TECHNOLOGY INC,2019-12-13,40,,723125.0,885,723125.0,2019-09-14,2020-03-12
MONTGOMERY JOSHUA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-07,20,,4962.0,886,4962.0,2004-04-08,2004-10-05
MOON JOOHEE,SK TELECOM CO LTD,2010-10-16,22,,1015650.0,887,1015650.0,2010-07-18,2011-01-14
MOON JOOHEE,SK TELECOM CO LTD,2011-02-16,20,,1015650.0,888,1015650.0,2010-11-18,2011-05-17
MOON JOOHEE,SK TELECOM CO LTD,2013-06-03,31,,1015650.0,889,1015650.0,2013-03-05,2013-09-01
MOON SANGCHUL,LG ELECTRONICS INC,2015-12-29,31,,2058873.0,890,2058873.0,2015-09-30,2016-03-28
MOON SUNG HO,LG ELECTRONICS INC,2012-05-03,24,,2058873.0,891,2058873.0,2012-02-03,2012-08-01
MOORE WILLIAM K,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,,932021.0,892,932021.0,2019-11-02,2020-04-30
MORRISON KAREN JANE MEYRICK,AGENSYS INC,2002-05-06,35,,924383.0,893,924383.0,2002-02-05,2002-08-04
MORRISON ROBERT KENDALL,AGENSYS INC,2002-05-06,34,,924383.0,894,924383.0,2002-02-05,2002-08-04
MORTON PHILIP G,DAYTON TECHNOLOGIES INC,2000-04-06,27,,1321834.0,895,1321834.0,2000-01-07,2000-07-05
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-07-31,24,68505.0,,896,68505.0,2010-05-02,2010-10-29
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-11-29,50,68505.0,,897,68505.0,2010-08-31,2011-02-27
MUHAMMAD MUJAHID,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-18,21,,51143.0,898,51143.0,2014-08-20,2015-02-16
MULLEN JEFFREY D,DYNAMICS INC,2008-12-18,57,,1022671.0,899,1022671.0,2008-09-19,2009-03-18
MURPHY ANDREW J,REGENERON PHARMACEUTICALS INC,2013-05-07,27,,872589.0,900,872589.0,2013-02-06,2013-08-05
MUSTEK SYSTEMS INC,TRANSPACIFIC OPTICS LLC,2005-12-02,20,807863.0,,901,807863.0,2005-09-03,2006-03-02
MYRIAD GENETICS INC,MYRIAD PHARMACEUTICALS INC,2009-06-30,45,899923.0,1691082.0,902,899923.0,2009-04-01,2009-09-28
MYRIAD PHARMACEUTICALS INC,MYRIAD GENETICS INC,2003-08-05,30,1691082.0,899923.0,903,1691082.0,2003-05-07,2003-11-03
NALCO COMPANY LLC,ECOLAB USA INC,2017-02-27,77,,31462.0,904,31462.0,2016-11-29,2017-05-28
NAM BOHYUN,LG ELECTRONICS INC,2017-04-04,33,,2058873.0,905,2058873.0,2017-01-04,2017-07-03
NANOSET LLC,BIOPHAN TECHNOLOGIES INC,2008-02-15,52,,1321834.0,906,1321834.0,2007-11-17,2008-05-15
NATARAJAN CHANDRASHEKAR,WALMART STORES INC,2015-11-14,21,,104169.0,907,104169.0,2015-08-16,2016-02-12
NATIONAL INSTITUTE FOR STRATEGIC TECHNOLOGY ACQUISITION AND COMMERCIALIZATION,FORD GLOBAL TECHNOLOGIES LLC,2006-04-05,25,,932021.0,908,932021.0,2006-01-05,2006-07-04
NATIONAL SEMICONDUCTOR CORPORATION,ADVANCED MICRO DEVICES INC,2003-08-21,35,,2488.0,909,2488.0,2003-05-23,2003-11-19
NATIONAL SEMICONDUCTOR CORPORATION BY JOHN M CLARK III SR VP AND SECRETARY,ADVANCED MICRO DEVICES INC,2003-08-21,54,,2488.0,910,2488.0,2003-05-23,2003-11-19
NEALE PAUL V,DEXCOM INC,2005-03-09,41,,1093557.0,911,1093557.0,2004-12-09,2005-06-07
NEOCERA INC,NEOCERA LLC,2006-11-16,23,1756180.0,,912,1756180.0,2006-08-18,2007-02-14
NETHONGKOME BENJAMIN,NIKE INC,2022-01-04,34,,320187.0,913,320187.0,2021-10-06,2022-04-04
NETWORKS ASSOCIATES TECHNOLOGY INC,MCAFEE INC,2004-11-19,30,1779474.0,,914,1779474.0,2004-08-21,2005-02-17
NEUROGEN CORPORATION,NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,2009-02-26,20,,1940941.0,915,1940941.0,2008-11-28,2009-05-27
NEWSON MARC A,APPLE INC,2015-02-02,25,,320193.0,916,320193.0,2014-11-04,2015-05-03
NEXSTAR PHARMACEUTICALS INC,GILEAD SCIENCES INC,2001-01-23,54,1691082.0,882095.0,917,1691082.0,2000-10-25,2001-04-23
NG PUI YEE,FORMA THERAPEUTICS INC,2016-02-23,20,,1001316.0,918,1001316.0,2015-11-25,2016-05-23
NISHIBORI SHIN,APPLE COMPUTER INC,2005-10-19,22,,320193.0,919,320193.0,2005-07-21,2006-01-17
NISHIBORI SHIN,APPLE INC,2007-12-13,35,,320193.0,920,320193.0,2007-09-14,2008-03-12
NOGUCHI JUNPEI,HONDA MOTOR CO LTD,2021-05-10,30,,715153.0,921,715153.0,2021-02-09,2021-08-08
NOKIA SOLUTIONS AND NETWORKS OY,WIRELESS FUTURE TECHNOLOGIES INC,2014-06-24,29,,1321834.0,922,1321834.0,2014-03-26,2014-09-22
NORAIR JOHN PETER,BLACKBIRD TECHNOLOGY HOLDINGS INC,2012-02-28,21,,1779474.0,923,1779474.0,2011-11-30,2012-05-28
NORCOTT MAURICE H,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,37,,51143.0,924,51143.0,1993-02-02,1993-08-01
NORTH INC,GOOGLE LLC,2020-09-16,33,1093672.0,,925,1093672.0,2020-06-18,2020-12-15
NOVAMAX TECHNOLOGIES INC,HENKEL KOMMANDITGESELLSCHAFT AUF AKTIEN HENKEL KGAA,1996-12-31,25,1321834.0,,926,1321834.0,1996-10-02,1997-03-31
NOVARTIS AG,GLAXOSMITHKLINE BIOLOGICALS SA,2016-06-15,108,1114448.0,,927,1114448.0,2016-03-17,2016-09-13
NOVARTIS AG,NOVARTIS TIERGESUNDHEIT AG,2015-01-01,25,1114448.0,1114448.0,928,1114448.0,2014-10-03,2015-04-01
NOVARTIS AG,SYNGENTA PARTICIPATION AG,2004-03-04,26,1114448.0,,929,1114448.0,2003-12-05,2004-06-02
NOVARTIS AG,SYNGENTA PARTICIPATIONS AG,2004-11-05,20,1114448.0,,930,1114448.0,2004-08-07,2005-02-03
NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,NOVARTIS AG,2015-03-30,28,1940941.0,1114448.0,931,1940941.0,2014-12-30,2015-06-28
NOVARTIS PHARMA AG,NOVARTIS AG,2009-01-19,50,1114448.0,1114448.0,932,1114448.0,2008-10-21,2009-04-19
NOVO NORDISK AS,NOVO NORDISK HEALTHCARE AG,2005-01-27,34,353278.0,,933,353278.0,2004-10-29,2005-04-27
NOVO NORDISK AS,TRANSTECH PHARMA INC,2009-03-16,22,353278.0,,934,353278.0,2008-12-16,2009-06-14
NOVOZYMES AS,NOVOZYMES ADENIUM BIOTECH AS,2009-12-22,28,1131345.0,,935,1131345.0,2009-09-23,2010-03-22
NUMERICAL TECHNOLOGIES INC,SYNOPSYS MERGER HOLDINGS LLC,2009-12-16,73,1321834.0,,936,1321834.0,2009-09-17,2010-03-16
OGG RANDY GENE,ENCELL TECHNOLOGY INC,2014-10-27,24,,1779474.0,937,1779474.0,2014-07-29,2015-01-25
OH HYEN O,LG ELECTRONICS INC,2006-12-01,20,,2058873.0,938,2058873.0,2006-09-02,2007-03-01
OHKUBO SHUN,DAIKIN INDUSTRIES LTD,2020-08-24,20,,1446519.0,939,1446519.0,2020-05-26,2020-11-22
OMNIPOINT CORPORATION,OMNIPOINT TECHNOLOGIES INC,2000-06-26,132,,1321834.0,940,1321834.0,2000-03-28,2000-09-24
OPKO HEALTH INC,OPKO RENAL LLC,2013-12-31,24,944809.0,,941,944809.0,2013-10-02,2014-03-31
OPTISOLAR INC,OPTISOLAR TECHNOLOGIES INC,2009-04-03,21,,1321834.0,942,1321834.0,2009-01-03,2009-07-02
ORALEVICH MICHAEL SHAMAI,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,20,,4962.0,943,4962.0,2006-08-30,2007-02-26
ORANGE SA,DOLBY INTERNATIONAL AB,2014-09-03,23,1038143.0,,944,1038143.0,2014-06-05,2014-12-02
ORBOT INSTRUMENTS LIMITED,APPLIED MATERIALS INC,2000-05-12,61,,6951.0,945,6951.0,2000-02-12,2000-08-10
OWENSCORNING FIBERGLAS TECHNOLOGY INC,OCV INTELLECTUAL CAPITAL LLC,2008-11-21,22,1779474.0,,946,1779474.0,2008-08-23,2009-02-19
PAIS GODWIN,ACHILLION PHARMACEUTICALS INC,2016-03-11,24,,1691082.0,947,1691082.0,2015-12-12,2016-06-09
PALURI SEETHAL,LG ELECTRONICS INC,2022-01-04,33,,2058873.0,948,2058873.0,2021-10-06,2022-04-04
PAN MATTEUS,DROPBOX INC,2016-02-19,22,,1467623.0,949,1467623.0,2015-11-21,2016-05-19
PANG HEE SUK,LG ELECTRONICS INC,2006-12-01,20,,2058873.0,950,2058873.0,2006-09-02,2007-03-01
PANI AYAS,CISCO TECHNOLOGY INC,2017-08-21,22,,1779474.0,951,1779474.0,2017-05-23,2017-11-19
PARK CHONGYOUNG,LG ELECTRONICS INC,2021-03-30,39,,2058873.0,952,2058873.0,2020-12-30,2021-06-28
PARK HONGKYU,LG ELECTRONICS INC,2020-01-07,27,,2058873.0,953,2058873.0,2019-10-09,2020-04-06
PARK JONGHYUN,LG ELECTRONICS INC,2018-09-11,30,,2058873.0,954,2058873.0,2018-06-13,2018-12-10
PARK JOONYOUNG,LG ELECTRONICS INC,2014-04-25,36,,2058873.0,955,2058873.0,2014-01-25,2014-07-24
PARK KYUSUH,LG ELECTRONICS INC,2019-12-04,20,,2058873.0,956,2058873.0,2019-09-05,2020-03-03
PARK KYUTAE,LG ELECTRONICS INC,2020-02-07,37,,2058873.0,957,2058873.0,2019-11-09,2020-05-07
PARK SOJIN,LG ELECTRONICS INC,2019-08-20,21,,2058873.0,958,2058873.0,2019-05-22,2019-11-18
PARK SUNGJUN,LG ELECTRONICS INC,2009-07-28,25,,2058873.0,959,2058873.0,2009-04-29,2009-10-26
PARK SUNHA,LG ELECTRONICS INC,2016-12-01,25,,2058873.0,960,2058873.0,2016-09-02,2017-03-01
PARK SUNHA,LG ELECTRONICS INC,2017-07-01,33,,2058873.0,961,2058873.0,2017-04-02,2017-09-29
PARK TAE JIN,LG ELECTRONICS INC,2004-09-14,35,,2058873.0,962,2058873.0,2004-06-16,2004-12-13
PARK YOUNGCHOON,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-26,25,,200406.0,963,200406.0,2018-06-28,2018-12-25
PARKER KENNY RANDOLPH,EASTMAN CHEMICAL COMPANY,2019-09-19,33,,915389.0,964,915389.0,2019-06-21,2019-12-18
PATRICK PAUL B,BEA SYSTEMS INC,2005-08-07,26,,1352010.0,965,1352010.0,2005-05-09,2005-11-05
PATTERSON WAYNE,TILE INC,2016-10-27,21,,1552800.0,966,1552800.0,2016-07-29,2017-01-25
PAULSON ERIK S,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-25,20,,200406.0,967,200406.0,2018-06-27,2018-12-24
PAYAN DONALD,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0,968,1034842.0,2002-12-04,2003-06-02
PELIKAN TECHNOLOGIES INC,SANOFIAVENTIS DEUTSCHLAND GMBH,2012-01-31,39,1321834.0,,969,1321834.0,2011-11-02,2012-04-30
PENT TECHNOLOGIES INC,GROUP DEKKO INC,2007-12-31,21,1437424.0,,970,1437424.0,2007-10-02,2008-03-30
PEREG YARON,BIOLINERX LTD,2016-06-28,20,,1498403.0,971,1498403.0,2016-03-30,2016-09-26
PETERSON GORDON JAY,STEELCASE INC,2012-10-26,21,,1050825.0,972,1050825.0,2012-07-28,2013-01-24
PETISCE JAMES R,DEXCOM INC,2005-03-08,20,,1093557.0,973,1093557.0,2004-12-08,2005-06-06
PETRENKA DYLAN,NIKE INC,2019-06-25,28,,320187.0,974,320187.0,2019-03-27,2019-09-23
PETRIE JASON G,NIKE INC,2021-01-11,24,,320187.0,975,320187.0,2020-10-13,2021-04-11
PFIZER INC,BEND RESEARCH INC,2008-11-03,42,78003.0,,976,78003.0,2008-08-05,2009-02-01
PFIZER PRODUCTS INC,BEND RESEARCH INC,2008-11-04,42,78003.0,,977,78003.0,2008-08-06,2009-02-02
PHADKE AVINASH S,ACHILLION PHARMACEUTICALS INC,2016-03-11,22,,1691082.0,978,1691082.0,2015-12-12,2016-06-09
PHELAN ROBERT E,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,23,,4962.0,979,4962.0,2006-07-25,2007-01-21
PIASKOWSKI JOEL,FORD GLOBAL TECHNOLOGIES LLC,2018-09-11,28,,932021.0,980,932021.0,2018-06-13,2018-12-10
PIASKOWSKI JOEL,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,49,,932021.0,981,932021.0,2019-07-11,2020-01-07
PINCHOT JAMES M,JMP INDUSTRIES INC,2007-03-20,29,,72162.0,982,72162.0,2006-12-20,2007-06-18
PING ERXUAN,CHANGXIN MEMORY TECHNOLOGIES INC,2021-04-14,24,,1321834.0,983,1321834.0,2021-01-14,2021-07-13
PL INDUSTRIES INC,CRIMSON TRACE CORPORATION,2019-01-09,38,72162.0,,984,72162.0,2018-10-11,2019-04-09
PLATTO GORDON,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,,932021.0,985,932021.0,2018-10-19,2019-04-17
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2017-03-10,21,,932021.0,986,932021.0,2016-12-10,2017-06-08
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,58,,932021.0,987,932021.0,2018-03-21,2018-09-17
PLATTO GORDON M,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,49,,932021.0,988,932021.0,2019-07-11,2020-01-07
PODGURNY LEONARD JOHN,CANADIAN NATIONAL RAILWAY COMPANY,2002-07-17,21,,16868.0,989,16868.0,2002-04-18,2002-10-15
PONTON RICHARD A,CORNERSTONE CM INC,2014-11-11,21,,814083.0,990,814083.0,2014-08-13,2015-02-09
POOLE MICHAEL STEPHEN,HYPERFINE RESEARCH INC,2018-09-10,22,,1833769.0,991,1833769.0,2018-06-12,2018-12-09
PORTER BRANDON WILLIAM,AMAZON TECHNOLOGIES INC,2014-12-23,20,,1321834.0,992,1321834.0,2014-09-24,2015-03-23
PORTER DAVID SCOTT,EASTMAN CHEMICAL COMPANY,2006-03-24,43,,915389.0,993,915389.0,2005-12-24,2006-06-22
POWERWAVE TECHNOLOGIES INC,PWAVE HOLDINGS LLC,2013-05-22,27,1321834.0,,994,1321834.0,2013-02-21,2013-08-20
PRAHLAD ANAND,COMMVAULT SYSTEMS INC,2008-05-16,32,,1169561.0,995,1169561.0,2008-02-16,2008-08-14
PRIME VIEW INTERNATIONAL CO LTD,QUALCOMM MEMS TECHNOLOGIES INC,2006-03-03,38,1940941.0,1321834.0,996,1940941.0,2005-12-03,2006-06-01
PRIMESENSE LTD,APPLE INC,2014-08-28,54,,320193.0,997,320193.0,2014-05-30,2014-11-26
PRINCE MATTHEW BROWNING,CLOUDFLARE INC,2010-11-04,23,,1477333.0,998,1477333.0,2010-08-06,2011-02-02
PRIVATE EQUITY MANAGEMENT GROUP FINANCIAL CORPORATION,IGT,2009-01-16,116,1725033.0,,999,1725033.0,2008-10-18,2009-04-16
PROUD JAMES,HELLO INC,2013-10-11,36,,1610601.0,1000,1610601.0,2013-07-13,2014-01-09
PROVENTIV THERAPEUTICS LLC,OPKO HEALTH INC,2013-12-31,24,,944809.0,1001,944809.0,2013-10-02,2014-03-31
PRUITT JOHN DALLAS,NOVARTIS AG,2011-08-08,23,,1114448.0,1002,1114448.0,2011-05-10,2011-11-06
PSC INC,SYMBOL TECHNOLOGIES INC,2000-10-01,31,,1321834.0,1003,1321834.0,2000-07-03,2000-12-30
PUGH RANDALL B,JOHNSON JOHNSON VISION CARE INC,2013-04-19,25,,200406.0,1004,200406.0,2013-01-19,2013-07-18
QLOGIC CORPORATION,MARVELL INTERNATIONAL LTD,2005-11-04,31,,1940941.0,1005,1940941.0,2005-08-06,2006-02-02
QUALCOMM FLARION TECHNOLOGIES INC,QUALCOMM INCORPORATED,2007-04-19,26,1321834.0,,1006,1321834.0,2007-01-19,2007-07-18
QUALCOMM INCORPORATED,QUALCOMM MEMS TECHNOLOGIES INC,2008-02-22,26,,1321834.0,1007,1321834.0,2007-11-24,2008-05-22
QUICKSILVER TECHNOLOGY INC,TECHFARM VENTURES MANAGEMENT LLC,2005-10-13,22,1779474.0,,1008,1779474.0,2005-07-15,2006-01-11
QUINN CHERYL L,ATYR PHARMA INC,2013-07-22,36,,1339970.0,1009,1339970.0,2013-04-23,2013-10-20
QUINTANA MELODY,TILE INC,2016-10-28,21,,1552800.0,1010,1552800.0,2016-07-30,2017-01-26
RABINOWITZ MATTHEW,NATERA INC,2015-04-16,33,,1604821.0,1011,1604821.0,2015-01-16,2015-07-15
RADEUM INC,FREELINC TECHNOLOGIES INC,2016-03-04,24,,1321834.0,1012,1321834.0,2015-12-05,2016-06-02
RAINDANCE TECHNOLOGIES INC,BIORAD LABORATORIES INC,2019-05-03,26,1321834.0,12208.0,1013,1321834.0,2019-02-02,2019-08-01
RAITANO ARTHUR B,AGENSYS INC,2002-05-06,50,,924383.0,1014,924383.0,2002-02-05,2002-08-04
RAMBUS INC,HEFEI RELIANCE MEMORY LIMITED,2018-05-04,43,917273.0,,1015,917273.0,2018-02-03,2018-08-02
RAMESH VIJAY S,MICRON TECHNOLOGY INC,2021-07-29,23,,723125.0,1016,723125.0,2021-04-30,2021-10-27
