or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,sec_exhibit_count,sec_any_price,sec_any_patent_asset_sale,sec_best_doc_class,sec_best_cik,sec_best_accession,sec_best_document,sec_best_description,sec_best_sec_url,sec_best_transaction_type,sec_best_price_scope,sec_best_price_kind,sec_best_is_patent_asset_sale,sec_best_price_disclosed,sec_best_price_value,sec_best_currency,sec_best_price_raw,sec_best_price_sentence,sec_best_price_unit,sec_best_patent_sale_sentence,sec_best_notes,sec_best_cik_url,sec_best_acc_url,sec_best_cik_norm,sec_best_accession_norm,sec_best_match_rule,sec_best_sec_any_price,sec_best_sec_any_patent_asset_sale,sec_best_type_prio,sec_best_has_sentence,sec_best_sent_len
BATAILLOU JEREMY,APPLE INC,2020-11-30,27,nan,320193,99,320193,2020-09-01,2021-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTEY ROBERT J,STEELCASE INC,2012-10-29,22,nan,1050825,100,1050825,2012-07-31,2013-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAXTER INTERNATIONAL INC,BAXALTA GMBH,2015-08-11,121,10456,nan,101,10456,2015-05-13,2015-11-09,1.0,0.0,0.0,likely_m&a_or_asset,10456.0,119312515246136.0,d57625dex21.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/10456/000119312515246136/d57625dex21.htm,financing,financing_securities,,0.0,0.0,,,,,,"AND BAXALTA INCORPORATED DATED AS OF JUNE 30, 2015 TABLE OF CONTENTS Page ARTICLE I DEFINITIONS 2 Section 1.01 Definitions 2 ARTICLE II THE SEPARATION 19 Section 2.01 Governance and Listing of Baxalta 19 Section 2.02 The Separation 19 Section 2.03 Deferred Baxalta Local Closings 20 Section 2.04 Delayed Transfers of Baxalta Assets and Baxalta Liabilities 21 Section 2.05 Delayed Transfers of Baxter Assets and Baxter Liabilities 23 Section 2.06 Ancillary Agreements 24 Section 2.07 Disclaimer of Representations and Warranties 24 Section 2.08 Credit Facilities; Financing Arrangements; Baxalta Cash Distribution; Use of Proceeds; Use of Retained Baxalta Common Stock 26 Section 2.09 Termination of Agreements 27 Section 2.10 Settlement of Accounts between Baxter and Baxalta 28 Section 2.11 Novation",No explicit consideration sentence found in text. [Dropped: financing],10456,000119312515246136,10456,000119312515246136,cik+midpoint,0.0,0.0,9.0,0.0,0.0
BAXTER INTERNATIONAL INC,BAXALTA INCORPORATED,2015-08-11,121,10456,nan,102,10456,2015-05-13,2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAYS F BARRY,TREACE MEDICAL CONCEPTS INC,2016-10-18,23,nan,1630627,103,1630627,2016-07-20,2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAZINSKI ANDREW,FORD GLOBAL TECHNOLOGIES LLC,2019-03-27,23,nan,932021,104,932021,2018-12-27,2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAMAN BRIAN S,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-04,38,nan,51143,105,51143,1993-02-03,1993-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAUSOLEIL SEAN,DROPBOX INC,2016-02-19,20,nan,1467623,106,1467623,2015-11-21,2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECKMAN BRIAN C,AMAZON TECHNOLOGIES INC,2016-01-15,20,nan,1321834,107,1321834,2015-10-17,2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEE JENNIFER,NIKE INC,2018-10-26,20,nan,320187,108,320187,2018-07-28,2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEENAU BLAYN W,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-01,20,nan,4962,109,4962,2004-04-02,2004-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEHMER DARRELL P,FORD GLOBAL TECHNOLOGIES LLC,2016-12-19,21,nan,932021,110,932021,2016-09-20,2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEHMER DARRELL P,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,111,932021,2017-12-28,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEHMER DARRELL PAUL,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,112,932021,2015-10-07,2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL HELICOPTER RHODE ISLAND INC,TEXTRON INNOVATIONS INC,2018-01-10,21,nan,217346,113,217346,2017-10-12,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL HELICOPTER RHODE ISLAND INC,TEXTRON INNOVATIONS INC,2019-01-10,49,nan,217346,114,217346,2018-10-12,2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL HELICOPTER TEXTRON INC,BELL HELICOPTER RHODE ISLAND INC,2019-01-10,47,217346,nan,115,217346,2018-10-12,2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL HELICOPTER TEXTRON INC,TEXTRON INNOVATIONS INC,2013-02-15,27,217346,217346,116,217346,2012-11-17,2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL HELICOPTER TEXTRON INC,TEXTRON INNOVATIONS INC,2018-01-10,24,217346,217346,117,217346,2017-10-12,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL HELICOPTER TEXTRON INC,TEXTRON INNOVATIONS INC,2019-01-10,44,217346,217346,118,217346,2018-10-12,2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL TEXTRON INC,BELL TEXTRON RHODE ISLAND INC,2020-01-01,58,217346,217346,119,217346,2019-10-03,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL TEXTRON INC,BELL TEXTRON RHODE ISLAND INC,2021-01-01,64,217346,217346,120,217346,2020-10-03,2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL TEXTRON INC,BELL TEXTRON RHODE ISLAND INC,2022-01-02,47,217346,217346,121,217346,2021-10-04,2022-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL TEXTRON RHODE ISLAND INC,TEXTRON INNOVATIONS INC,2020-01-01,59,217346,217346,122,217346,2019-10-03,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL TEXTRON RHODE ISLAND INC,TEXTRON INNOVATIONS INC,2021-01-01,65,217346,217346,123,217346,2020-10-03,2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELL TEXTRON RHODE ISLAND INC,TEXTRON INNOVATIONS INC,2022-01-02,47,217346,217346,124,217346,2021-10-04,2022-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2003-11-11,21,nan,110471,125,110471,2003-08-13,2004-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2005-05-30,21,nan,110471,126,110471,2005-03-01,2005-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2006-02-10,31,nan,110471,127,110471,2005-11-12,2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2006-08-07,27,nan,110471,128,110471,2006-05-09,2006-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2007-01-19,31,nan,110471,129,110471,2006-10-21,2007-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2007-07-04,33,nan,110471,130,110471,2007-04-05,2007-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2008-01-15,34,nan,110471,131,110471,2007-10-17,2008-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2008-07-23,21,nan,110471,132,110471,2008-04-24,2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLEY MANON,WOLVERINE WORLD WIDE INC,2008-12-19,21,nan,110471,133,110471,2008-09-20,2009-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENENATO KERRY,MODERNATX INC,2018-08-21,20,nan,1682852,134,1682852,2018-05-23,2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENHASE MICHAEL T,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-16,20,nan,51143,135,51143,2012-10-18,2013-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BENSON JARED T,TMOBILE USA INC,2009-05-07,23,nan,1283699,136,1283699,2009-02-06,2009-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERDICHEVSKY EUGENE,SEURAT TECHNOLOGIES INC,2016-10-27,23,nan,1321834,137,1321834,2016-07-29,2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETANCOURT MELVIN,FORD GLOBAL TECHNOLOGIES LLC,2016-12-19,21,nan,932021,138,932021,2016-09-20,2017-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETANCOURT MELVIN,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,nan,932021,139,932021,2017-12-28,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHAMIDIPATI SOMASEKHAR,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,140,1034842,2002-12-04,2003-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHATTACHARYYA ARUP,MICRON TECHNOLOGY INC,2017-07-01,25,nan,723125,141,723125,2017-04-02,2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIND THERAPEUTICS INC,PFIZER INC,2016-08-01,40,1001316,78003,142,1001316,2016-05-03,2016-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOGEN MA INC,BIOVERATIV THERAPEUTICS INC,2017-01-31,42,875045,1001316,143,875045,2016-11-02,2017-05-01,1.0,0.0,0.0,likely_m&a_or_asset,875045.0,87504517000007.0,ex21_separationxagreement.htm,EXHIBIT 2.1,https://www.sec.gov/Archives/edgar/data/875045/000087504517000007/ex21_separationxagreement.htm,financing,financing_securities,,0.0,0.0,,,,,,56 Section 10.19 Waiver of Jury Trial 57 Section 10.20 Severability 57 Section 10.21 Public Announcements 57 Section 10.22 Interpretation 58 Section 10.23 No Duplication; No Double Recovery 58 Section 10.24 No Waiver 58 Section 10.25 No Admission of Liability 58 List of Exhibits Exhibit A Employee Matters Agreement Exhibit B IP License Agreement Exhibit C Manufacturing and Supply Agreement Exhibit D Tax Matters Agreement Exhibit E Transition Services Agreement vi List of Schedules Schedule 1.1(12)(ii)(1) Registered Bioverativ Intellectual Property Schedule 1.1(12)(ii)(2) Other Bioverativ Intellectual Property Schedule 1.1(12)(vii) Bioverativ Contracts Schedule 1.1(12)(xiii) Other Bioverativ Assets Schedule 1.1(12)(xiv) Bioverativ Real Property Schedule 1.1(12)(xv) Bioverativ Tangible/Fixed,No explicit consideration sentence found in text. [Dropped: financing],875045,000087504517000007,875045,000087504517000007,cik+midpoint,0.0,0.0,9.0,0.0,0.0
BIOHAVEN PHARMACEUTICAL HOLDING COMPANY LTD,BIOHAVEN THERAPEUTICS LTD,2020-08-04,20,1935979,1935979,144,1935979,2020-05-06,2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOVALVE TECHNOLOGIES INC,VALERITAS LLC,2006-08-22,20,1321834,nan,145,1321834,2006-05-24,2006-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISWAS ARNAB,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2007-04-19,24,nan,4962,146,4962,2007-01-19,2007-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BITTING DARYL,EASTMAN CHEMICAL COMPANY,2021-03-26,28,nan,915389,147,915389,2020-12-26,2021-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIVENS JOHN A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,nan,51143,148,51143,2018-04-17,2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKMORE ROBERT S,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,23,nan,51143,149,51143,2007-11-02,2008-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAZING PRODUCTS INC,KING TECHNOLOGY OF MISSOURI INC,2017-11-20,30,nan,1779474,150,1779474,2017-08-22,2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUEDATA SOFTWARE INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2019-04-30,32,nan,1645590,151,1645590,2019-01-30,2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOE TECHNOLOGY GROUP CO LTD,BEIJING BOE TECHNOLOGY DEVELOPMENT CO LTD,2022-07-26,70,1852440,nan,152,1852440,2022-04-27,2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOE TECHNOLOGY GROUP CO LTD,BEIJING BOE TECHNOLOGY DEVELOPMENT CO LTD,2022-08-23,40,1852440,nan,153,1852440,2022-05-25,2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOE TECHNOLOGY GROUP CO LTD,BEIJING BOE TECHNOLOGY DEVELOPMENT CO LTD,2022-09-20,62,1852440,nan,154,1852440,2022-06-22,2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOE TECHNOLOGY GROUP CO LTD,BEIJING BOE TECHNOLOGY DEVELOPMENT CO LTD,2022-11-01,40,1852440,nan,155,1852440,2022-08-03,2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOHM SEBASTIAN,DEXCOM INC,2013-05-22,20,nan,1093557,156,1093557,2013-02-21,2013-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONALLE DAVID S,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-15,20,nan,4962,157,4962,2004-04-16,2004-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONALLE DAVID S,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-10-06,37,nan,4962,158,4962,2004-07-08,2005-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONATHAN COLIN R,FORD GLOBAL TECHNOLOGIES LLC,2019-10-08,30,nan,932021,159,932021,2019-07-10,2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOYAVAL MARGAUX FRANCES,BECTON DICKINSON AND COMPANY,2012-05-16,20,nan,10795,160,10795,2012-02-16,2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOYER BRAD ALAN,FORD GLOBAL TECHNOLOGIES LLC,2016-12-16,21,nan,932021,161,932021,2016-09-17,2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRADBURY JONATHAN D,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-23,21,nan,51143,162,51143,2012-10-25,2013-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDWINE ERIC JASON,AMAZON TECHNOLOGIES INC,2011-01-14,23,nan,1321834,163,1321834,2010-10-16,2011-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDWINE ERIC JASON,AMAZON TECHNOLOGIES INC,2013-04-01,22,nan,1321834,164,1321834,2013-01-01,2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDWINE ERIC JASON,AMAZON TECHNOLOGIES INC,2013-10-23,22,nan,1321834,165,1321834,2013-07-25,2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAUKER JAMES,DEXCOM INC,2005-03-09,30,nan,1093557,166,1093557,2004-12-09,2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAUKER JAMES H,DEXCOM INC,2004-01-12,58,nan,1093557,167,1093557,2003-10-14,2004-04-11,1.0,0.0,0.0,asset_purchase,1093557.0,119312509015021.0,dex101.htm,PURCHASE AGREEMENT,https://www.sec.gov/Archives/edgar/data/1093557/000119312509015021/dex101.htm,financing,financing_securities,per_share_consideration,0.0,0.0,,,,,per_share,"(xv) The Company owns, possesses, or can acquire on reasonable terms, all Intellectual Property necessary for the conduct of the Company’s business as now conducted or as described in the Registration Statement, the Time of Sale Disclosure Package and the Prospectus to be conducted, except as such failure to own, possess, or acquire such rights would not result in a Material Adverse Change.","Price relates to securities/financing, not an asset/IP sale. [Dropped: financing]",1093557,000119312509015021,1093557,000119312509015021,cik+midpoint,0.0,0.0,9.0,0.0,0.0
BRAUKER JAMES H,DEXCOM INC,2005-03-25,36,nan,1093557,168,1093557,2004-12-25,2005-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAUKER JAMES H,DEXCOM INC,2006-07-12,25,nan,1093557,169,1093557,2006-04-13,2006-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRION TECHNOLOGIES INC,ASML NETHERLANDS BV,2010-04-16,22,1809987,nan,170,1809987,2010-01-16,2010-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRISTER MARK,DEXCOM INC,2005-03-09,49,nan,1093557,171,1093557,2004-12-09,2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRONCUS TECHNOLOGIES INC,ASTHMATX INC,2003-12-26,24,1321834,nan,172,1321834,2003-09-27,2004-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRONCUS TECHNOLOGIES INC,BRONCUS MEDICAL INC,2012-06-08,23,1321834,nan,173,1321834,2012-03-10,2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROVER VYACHESLAV,CERES INC,2006-05-03,23,nan,14707,174,14707,2006-02-02,2006-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROWN STEPHEN C,VIEW INC,2016-03-04,28,nan,1865429,175,1865429,2015-12-05,2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCHER GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2015-10-14,25,nan,932021,176,932021,2015-07-16,2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCHER GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2016-11-01,21,nan,932021,177,932021,2016-08-03,2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCHER GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2017-01-30,31,nan,932021,178,932021,2016-11-01,2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCHER GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,28,nan,932021,179,932021,2017-10-12,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUCHER GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2019-03-21,30,nan,932021,180,932021,2018-12-21,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUER KENNETH V,VIASAT INC,2017-09-13,32,nan,797721,181,797721,2017-06-15,2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUSBY DON,BAXTER INTERNATIONAL INC,2005-01-26,28,nan,10456,182,10456,2004-10-28,2005-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUSH WILLIAM H,SONOS INC,2014-06-27,20,nan,1314727,183,1314727,2014-03-29,2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACHERIA ANTHONY M III,GANART TECHNOLOGIES INC,2010-01-14,21,nan,1321834,184,1321834,2009-10-16,2010-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADENT LTD,ALIGN TECHNOLOGY INC,2014-10-28,24,nan,1097149,185,1097149,2014-07-30,2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALDWELL ANDREW,CADENCE DESIGN SYSTEMS INC,2003-05-08,24,nan,813672,186,813672,2003-02-07,2003-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALYPSO MEDICAL TECHNOLOGIES INC,VARIAN MEDICAL SYSTEMS INC,2011-11-15,44,1321834,nan,187,1321834,2011-08-17,2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPBELL ANNMARIE,FORMA THERAPEUTICS INC,2016-06-15,20,nan,1001316,188,1001316,2016-03-17,2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPI JOHN B JR,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,nan,51143,189,51143,2014-08-19,2015-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANAVOR DARREN ERNEST,AMAZON TECHNOLOGIES INC,2015-03-16,20,nan,1321834,190,1321834,2014-12-16,2015-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO DENSEN,CAO GROUP INC,2002-07-02,26,nan,1419559,191,1419559,2002-04-03,2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO DENSEN,CAO GROUP INC,2015-05-29,23,nan,1419559,192,1419559,2015-02-28,2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPITAL ONE FINANCIAL CORPORATION,CAPITAL ONE SERVICES LLC,2014-11-18,458,1725033,nan,193,1725033,2014-08-20,2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPITAL ONE FINANCIAL CORPORATION,CAPITAL ONE SERVICES LLC,2017-12-31,237,1725033,nan,194,1725033,2017-10-02,2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPSTONE SURGICAL TECHNOLOGIES LLC,GLOBUS MEDICAL INC,2021-11-04,33,nan,1237831,195,1237831,2021-08-06,2022-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARAVELLA JUSTIN ANDREW,FORMA THERAPEUTICS INC,2016-06-17,20,nan,1001316,196,1001316,2016-03-19,2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBIS DEAN,FORD GLOBAL TECHNOLOGIES LLC,2015-11-15,25,nan,932021,197,932021,2015-08-17,2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBIS DEAN,FORD GLOBAL TECHNOLOGIES LLC,2016-11-01,21,nan,932021,198,932021,2016-08-03,2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBIS DEAN,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,28,nan,932021,199,932021,2017-10-12,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARDANI JASON,NIKE INC,2015-06-25,44,nan,320187,200,320187,2015-03-27,2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAREY JAMES E,INTERNATIONAL BUSINESS MACHINES CORPORATION,1984-05-21,23,nan,51143,201,51143,1984-02-21,1984-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLONE MARIO ROSARIO JR,PIONEER HIBRED INTERNATIONAL INC,2011-02-25,25,nan,105319,202,105319,2010-11-27,2011-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLONE MARIO ROSARIO JR,PIONEER HIBRED INTERNATIONAL INC,2012-02-01,35,nan,105319,203,105319,2011-11-03,2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRBRENDEL VICTORIA,DEXCOM INC,2004-01-12,50,nan,1093557,204,1093557,2003-10-14,2004-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRBRENDEL VICTORIA,DEXCOM INC,2005-03-21,29,nan,1093557,205,1093557,2004-12-21,2005-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRIGAN LORI LISA,PIONEER HIBRED INTERNATIONAL INC,2012-02-01,20,nan,105319,206,105319,2011-11-03,2012-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASEBIA THERAPEUTICS LIMITED LIABILITY PARTNERSHIP,CRISPR THERAPEUTICS AG,2020-01-16,20,nan,1674416,207,1674416,2019-10-18,2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASELLA WASTE SYSTEMS INC,FCR LLC,2011-01-25,21,911177,nan,208,911177,2010-10-27,2011-04-25,1.0,1.0,1.0,likely_m&a_or_asset,911177.0,110465911012173.0,a11-5937_1ex2d1.htm,EX-2.1,https://www.sec.gov/Archives/edgar/data/911177/000110465911012173/a11-5937_1ex2d1.htm,asset_sale_with_ip,business_unit,total_consideration,1.0,1.0,2.5,USD,$2.5,"In the event that such capital expenditures are less than $2.5 million, such shortfall will be deducted from the Initial Purchase Price and the Final Purchase Price, and if such capital expenditures exceed $2.5 million, such excess amount will be added to the Initial Purchase Price and the Final Purchase Price.",total,"DATED AS OF JANUARY 23, 2011 TABLE OF CONTENTS Page ARTICLE I DEFINITIONS 1 Section 1.1 Definitions 1 Section 1.2 Additional Defined Terms 13 Section 1.3 Construction 13 Section 1.4 Annexes, Exhibits and the Disclosure Letters 14 Section 1.5 Knowledge 14 ARTICLE II SALE OF EQUITY INTERESTS 14 Section 2.1 Purchase and Sale of Equity Interests 14 ARTICLE III PURCHASE PRICE AND ADJUSTMENTS 14 Section 3.1 Purchase Price; Delivery of Funds; Payment of Indebtedness, FCR Transaction Expenses 14 Section 3.2 Determination of Purchase Price Adjustment 15 Section 3.3 Closing; Closing Deliverables 17 Section 3.4 Limited Withholding Rights; Allocation of Purchase Price 19 Section 3.5 Tax Treatment of Payments 20 ARTICLE IV REPRESENTATIONS AND WARRANTIES OF SELLERS 20 Section 4.1 Due Organization, Good ",Price relates to asset/business acquisition that includes IP/patents.,911177,000110465911012173,911177,000110465911012173,cik+midpoint,1.0,1.0,2.0,1.0,312.0
CASWELL JOHN C,FORD GLOBAL TECHNOLOGIES LLC,2018-04-03,21,nan,932021,209,932021,2018-01-03,2018-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATERPILLAR TRACTOR CO A CORP OF CA,CATERPILLAR INC A CORP OF DE,1986-04-28,35,nan,18230,210,18230,1986-01-28,1986-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALLITAEID PIA M,AGENSYS INC,2002-05-06,52,nan,924383,211,924383,2002-02-05,2002-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANDRARATNA ROSHANTHA A,IO THERAPEUTICS INC,2017-04-26,27,nan,1840233,212,1840233,2017-01-26,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANG GREGORY P,DRAGONFLY THERAPEUTICS INC,2019-09-30,30,nan,1001316,213,1001316,2019-07-02,2019-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANG LEO S,NIKE INC,2015-08-24,21,nan,320187,214,320187,2015-05-26,2015-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
