cik,accession,document,description,type,doc_class
105319,000119312515278698,d45157d8k.htm,FORM 8-K,8-K,other
105319,000119312515278698,d45157dex991.htm,EX-99.1,EX-99.1,other
105319,000119312515278698,g45157ex99_1alogo.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515278698,0001193125-15-278698.txt,Complete submission text file,,other
105319,000119312518289640,d620960d8k.htm,FORM 8-K,8-K,other
105319,000119312518289640,d620960dex991.htm,EX-99.1,EX-99.1,other
105319,000119312518289640,g620960g14q27.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518289640,g620960g26i37.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518289640,0001193125-18-289640.txt,Complete submission text file,,other
105319,000119312510118941,d10q.htm,FORM 10-Q,10-Q,other
105319,000119312510118941,dex311.htm,CERTIFICATION PURSUANT TO SECTION 302,EX-31.1,certification
105319,000119312510118941,dex312.htm,CERTIFICATION PURSUANT TO SECTION 302,EX-31.2,certification
105319,000119312510118941,dex321.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.1,certification
105319,000119312510118941,dex322.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.2,certification
105319,000119312510118941,0001193125-10-118941.txt,Complete submission text file,,other
105319,000119312519261742,d811367d8k.htm iXBRL,8-K,8-K,other
105319,000119312519261742,d811367dex991.htm,EX-99.1,EX-99.1,other
105319,000119312519261742,g811367g1004011713812.jpg,GRAPHIC,GRAPHIC,other
105319,000119312519261742,g811367g1004011713984.jpg,GRAPHIC,GRAPHIC,other
105319,000119312519261742,0001193125-19-261742.txt,Complete submission text file,,other
105319,000119312519261742,ww-20191003.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312519261742,ww-20191003_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312519261742,ww-20191003_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312519261742,d811367d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000110465905020863,a05-8766_28k.htm,8-K,8-K,other
105319,000110465905020863,a05-8766_2ex99d1.htm,EX-99.1,EX-99.1,other
105319,000110465905020863,g87662mnimage002.jpg,GRAPHIC,GRAPHIC,other
105319,000110465905020863,0001104659-05-020863.txt,Complete submission text file,,other
105319,000119312512117519,d314863d8k.htm,FORM 8-K,8-K,other
105319,000119312512117519,0001193125-12-117519.txt,Complete submission text file,,other
105319,000119312520169676,d944963d8k.htm iXBRL,8-K,8-K,other
105319,000119312520169676,0001193125-20-169676.txt,Complete submission text file,,other
105319,000119312520169676,ww-20200615.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312520169676,ww-20200615_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312520169676,ww-20200615_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312520169676,d944963d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312516676845,d108772d10q.htm,FORM 10-Q,10-Q,other
105319,000119312516676845,d108772dex311.htm,EX-31.1,EX-31.1,other
105319,000119312516676845,d108772dex312.htm,EX-31.2,EX-31.2,other
105319,000119312516676845,d108772dex321.htm,EX-32.1,EX-32.1,other
105319,000119312516676845,0001193125-16-676845.txt,Complete submission text file,,other
105319,000119312516676845,wtw-20160702.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312516676845,wtw-20160702.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312516676845,wtw-20160702_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312516676845,wtw-20160702_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312516676845,wtw-20160702_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312516676845,wtw-20160702_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312507029585,d8k.htm,FORM 8-K,8-K,other
105319,000119312507029585,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312507029585,g79976image002.jpg,GRAPHIC,GRAPHIC,other
105319,000119312507029585,0001193125-07-029585.txt,Complete submission text file,,other
105319,000119312511329647,d265046d8k.htm,FORM 8-K,8-K,other
105319,000119312511329647,d265046dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312511329647,g265046g63j12.jpg,GRAPHIC,GRAPHIC,other
105319,000119312511329647,0001193125-11-329647.txt,Complete submission text file,,other
105319,000119312511038383,d8k.htm,FORM 8-K,8-K,other
105319,000119312511038383,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312511038383,g150807g11r26.jpg,GRAPHIC,GRAPHIC,other
105319,000119312511038383,0001193125-11-038383.txt,Complete submission text file,,other
105319,000119312518077481,d543261d8k.htm,8-K,8-K,other
105319,000119312518077481,0001193125-18-077481.txt,Complete submission text file,,other
105319,000119312509103510,d8k.htm,CURRENT REPORT,8-K,other
105319,000119312509103510,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312509103510,g80683g64k05.jpg,GRAPHIC,GRAPHIC,other
105319,000119312509103510,0001193125-09-103510.txt,Complete submission text file,,other
105319,000119312509167293,d8k.htm,CURRENT REPORT,8-K,other
105319,000119312509167293,dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312509167293,g22029g59n21.jpg,GRAPHIC,GRAPHIC,other
105319,000119312509167293,0001193125-09-167293.txt,Complete submission text file,,other
105319,000119312518034120,d536098d8k.htm,8-K,8-K,other
105319,000119312518034120,d536098dex991.htm,EX-99.1,EX-99.1,other
105319,000119312518034120,g536098g86n63.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518034120,0001193125-18-034120.txt,Complete submission text file,,other
105319,000119312515368392,d90052d8k.htm,FORM 8-K,8-K,other
105319,000119312515368392,d90052dex991.htm,EX-99.1,EX-99.1,other
105319,000119312515368392,g90052g18l64.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515368392,0001193125-15-368392.txt,Complete submission text file,,other
105319,000156459018010831,wtw-10q_20180331.htm,10-Q,10-Q,other
105319,000156459018010831,wtw-ex311_80.htm,EX-31.1,EX-31.1,other
105319,000156459018010831,wtw-ex312_78.htm,EX-31.2,EX-31.2,other
105319,000156459018010831,wtw-ex321_79.htm,EX-32.1,EX-32.1,other
105319,000156459018010831,0001564590-18-010831.txt,Complete submission text file,,other
105319,000156459018010831,wtw-20180331.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000156459018010831,wtw-20180331.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000156459018010831,wtw-20180331_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000156459018010831,wtw-20180331_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000156459018010831,wtw-20180331_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000156459018010831,wtw-20180331_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312515188080,d908517d10q.htm,FORM 10-Q,10-Q,other
105319,000119312515188080,d908517dex101.htm,EX-10.1,EX-10.1,material_contract_other
105319,000119312515188080,d908517dex311.htm,EX-31.1,EX-31.1,other
105319,000119312515188080,d908517dex312.htm,EX-31.2,EX-31.2,other
105319,000119312515188080,d908517dex321.htm,EX-32.1,EX-32.1,other
105319,000119312515188080,g908517weight.jpg,GRAPHIC,GRAPHIC,other
105319,000119312515188080,0001193125-15-188080.txt,Complete submission text file,,other
105319,000119312515188080,wtw-20150404.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312515188080,wtw-20150404.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312515188080,wtw-20150404_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312515188080,wtw-20150404_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312515188080,wtw-20150404_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312515188080,wtw-20150404_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312507042685,d10k.htm,FORM 10-K,10-K,other
105319,000119312507042685,dex211.htm,"SUBSIDIARIES OF WEIGHT WATCHERS INTERNATIONAL, INC",EX-21.1,other
105319,000119312507042685,dex231.htm,CONSENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM,EX-23.1,other
105319,000119312507042685,dex311.htm,RULE 13A-14(A) CERTIFICATION BY DAVID P.KIRCHHOFF,EX-31.1,certification
105319,000119312507042685,dex312.htm,RULE 13A-14(A) CERTIFICATION BY ANN M. SARDINI,EX-31.2,certification
105319,000119312507042685,dex321.htm,SECTION 1350 CERTIFICATION BY DAVID P.KIRCHHOFF,EX-32.1,certification
105319,000119312507042685,dex322.htm,SECTION 1350 CERTIFICATION BY ANN M.SARDINI,EX-32.2,certification
105319,000119312507042685,0001193125-07-042685.txt,Complete submission text file,,other
105319,000119312514129798,d707019d8k.htm,8-K,8-K,other
105319,000119312514129798,d707019dex991.htm,EX-99.1,EX-99.1,other
105319,000119312514129798,d707019dex992.htm,EX-99.2,EX-99.2,other
105319,000119312514129798,0001193125-14-129798.txt,Complete submission text file,,other
105319,000119312516490208,d40414d10k.htm,FORM 10-K,10-K,other
105319,000119312516490208,d40414dex1034.htm,EX-10.34,EX-10.34,material_contract_other
105319,000119312516490208,d40414dex1035.htm,EX-10.35,EX-10.35,material_contract_other
105319,000119312516490208,d40414dex1036.htm,EX-10.36,EX-10.36,material_contract_other
105319,000119312516490208,d40414dex1039.htm,EX-10.39,EX-10.39,material_contract_other
105319,000119312516490208,d40414dex211.htm,EX-21.1,EX-21.1,other
105319,000119312516490208,d40414dex231.htm,EX-23.1,EX-23.1,other
105319,000119312516490208,d40414dex311.htm,EX-31.1,EX-31.1,other
105319,000119312516490208,d40414dex312.htm,EX-31.2,EX-31.2,other
105319,000119312516490208,d40414dex321.htm,EX-32.1,EX-32.1,other
105319,000119312516490208,g40414dsp130.jpg,GRAPHIC,GRAPHIC,other
105319,000119312516490208,g40414g89c40.jpg,GRAPHIC,GRAPHIC,other
105319,000119312516490208,0001193125-16-490208.txt,Complete submission text file,,other
105319,000119312516490208,wtw-20160102.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312516490208,wtw-20160102.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312516490208,wtw-20160102_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312516490208,wtw-20160102_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312516490208,wtw-20160102_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312516490208,wtw-20160102_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312511302263,d252383d8k.htm,FORM 8-K,8-K,other
105319,000119312511302263,d252383dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312511302263,g252383g66y98.jpg,GRAPHIC,GRAPHIC,other
105319,000119312511302263,0001193125-11-302263.txt,Complete submission text file,,other
105319,000110465905009371,a05-4490_18k.htm,8-K,8-K,other
105319,000110465905009371,a05-4490_1ex99d1.htm,EX-99.1,EX-99.1,other
105319,000110465905009371,g44901mmimage002.jpg,GRAPHIC,GRAPHIC,other
105319,000110465905009371,0001104659-05-009371.txt,Complete submission text file,,other
105319,000156459018026364,wtw-10q_20180929.htm,10-Q,10-Q,other
105319,000156459018026364,wtw-ex311_9.htm,EX-31.1,EX-31.1,other
105319,000156459018026364,wtw-ex312_8.htm,EX-31.2,EX-31.2,other
105319,000156459018026364,wtw-ex321_10.htm,EX-32.1,EX-32.1,other
105319,000156459018026364,0001564590-18-026364.txt,Complete submission text file,,other
105319,000156459018026364,wtw-20180929.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000156459018026364,wtw-20180929.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000156459018026364,wtw-20180929_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000156459018026364,wtw-20180929_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000156459018026364,wtw-20180929_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000156459018026364,wtw-20180929_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312518060892,d544753d8k.htm,FORM 8-K,8-K,other
105319,000119312518060892,d544753dex991.htm,EX-99.1,EX-99.1,other
105319,000119312518060892,g544753g0227122210096.jpg,GRAPHIC,GRAPHIC,other
105319,000119312518060892,0001193125-18-060892.txt,Complete submission text file,,other
105319,000110465906073661,a06-21806_110q.htm,QUARTERLY REPORT PURSUANT TO SECTIONS 13 OR 15(D),10-Q,employment_comp
105319,000110465906073661,a06-21806_1ex10d1.htm,EX-10,EX-10.1,material_contract_other
105319,000110465906073661,a06-21806_1ex31d1.htm,EX-31,EX-31.1,other
105319,000110465906073661,a06-21806_1ex31d2.htm,EX-31,EX-31.2,other
105319,000110465906073661,a06-21806_1ex32d1.htm,EX-32,EX-32.1,other
105319,000110465906073661,a06-21806_1ex32d2.htm,EX-32,EX-32.2,other
105319,000110465906073661,0001104659-06-073661.txt,Complete submission text file,,other
105319,000119312510046833,d10k.htm,ANNUAL REPORT,10-K,other
105319,000119312510046833,dex211.htm,"SUBSIDIARIES OF WEIGHT WATCHERS INTERNATIONAL, INC.",EX-21.1,other
105319,000119312510046833,dex231.htm,CONSENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM,EX-23.1,other
105319,000119312510046833,dex311.htm,"RULE 13A-14(A) CERTIFICATON BY DAVID P. KIRCHHOFF, PRESIDENT AND CEO",EX-31.1,other
105319,000119312510046833,dex312.htm,"RULE 13A-14(A) CERTIFICATON BY ANN M. SARDINI, CHIEF FINANCIAL OFFICER",EX-31.2,other
105319,000119312510046833,dex321.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.1,certification
105319,000119312510046833,dex322.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.2,certification
105319,000119312510046833,0001193125-10-046833.txt,Complete submission text file,,other
105319,000119312516577718,d190718d8k.htm,FORM 8-K,8-K,other
105319,000119312516577718,d190718dex991.htm,EX-99.1,EX-99.1,other
105319,000119312516577718,g190718ex99_1alogo.jpg,GRAPHIC,GRAPHIC,other
105319,000119312516577718,0001193125-16-577718.txt,Complete submission text file,,other
105319,000119312511137084,d10q.htm,FORM 10-Q,10-Q,other
105319,000119312511137084,dex311.htm,CERTIFICATION PURSUANT TO SECTION 302 OF THE SARBANES-OXLEY ACT OF 2002,EX-31.1,certification
105319,000119312511137084,dex312.htm,CERTIFICATION PURSUANT TO SECTION 302 OF THE SARBANES-OXLEY ACT OF 2002,EX-31.2,certification
105319,000119312511137084,dex321.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.1,certification
105319,000119312511137084,dex322.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.2,certification
105319,000119312511137084,0001193125-11-137084.txt,Complete submission text file,,other
105319,000119312511137084,wtw-20110402.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312511137084,wtw-20110402.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312511137084,wtw-20110402_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312511137084,wtw-20110402_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312511137084,wtw-20110402_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312511137084,wtw-20110402_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312516707643,d248299d8k.htm,FORM 8-K,8-K,other
105319,000119312516707643,d248299dex101.htm,EX-10.1,EX-10.1,material_contract_other
105319,000119312516707643,d248299dex991.htm,EX-99.1,EX-99.1,other
105319,000119312516707643,0001193125-16-707643.txt,Complete submission text file,,other
105319,000119312520056493,d872210d8k.htm iXBRL,8-K,8-K,other
105319,000119312520056493,0001193125-20-056493.txt,Complete submission text file,,other
105319,000119312520056493,ww-20200224.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312520056493,ww-20200224_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312520056493,ww-20200224_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312520056493,d872210d8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
105319,000119312512204657,d342548d8k.htm,FORM 8-K,8-K,other
105319,000119312512204657,d342548dex991.htm,PRESS RELEASE,EX-99.1,other
105319,000119312512204657,g3425483425481.jpg,GRAPHIC,GRAPHIC,other
105319,000119312512204657,0001193125-12-204657.txt,Complete submission text file,,other
105319,000156459018019632,wtw-10q_20180630.htm,10-Q,10-Q,other
105319,000156459018019632,wtw-ex101_305.htm,EX-10.1,EX-10.1,material_contract_other
105319,000156459018019632,wtw-ex102_304.htm,EX-10.2,EX-10.2,material_contract_other
105319,000156459018019632,wtw-ex103_303.htm,EX-10.3,EX-10.3,material_contract_other
105319,000156459018019632,wtw-ex311_7.htm,EX-31.1,EX-31.1,other
105319,000156459018019632,wtw-ex312_6.htm,EX-31.2,EX-31.2,other
105319,000156459018019632,wtw-ex321_8.htm,EX-32.1,EX-32.1,other
105319,000156459018019632,0001564590-18-019632.txt,Complete submission text file,,other
105319,000156459018019632,wtw-20180630.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000156459018019632,wtw-20180630.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000156459018019632,wtw-20180630_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000156459018019632,wtw-20180630_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000156459018019632,wtw-20180630_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000156459018019632,wtw-20180630_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312512082958,d256745d10k.htm,FORM 10-K,10-K,other
105319,000119312512082958,d256745dex1034.htm,AMENDMENT TO AMENDED AND RESTATED STATEMENT OF PRINCIPAL TERMS,EX-10.34,material_contract_other
105319,000119312512082958,d256745dex211.htm,"SUBSIDIARIES OF WEIGHT WATCHERS INTERNATIONAL, INC.",EX-21.1,other
105319,000119312512082958,d256745dex231.htm,CONSENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM,EX-23.1,other
105319,000119312512082958,d256745dex311.htm,"RULE 13A-14(A) CERTIFICATION BY DAVID P. KIRCHHOFF, PRESIDENT AND CEO",EX-31.1,certification
105319,000119312512082958,d256745dex312.htm,"RULE 13A-14(A) CERTIFICATION BY ANN M. SARDINI, CFO",EX-31.2,certification
105319,000119312512082958,d256745dex321.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.1,certification
105319,000119312512082958,d256745dex322.htm,CERTIFICATION PURSUANT TO 18 U.S.C. SECTION 1350,EX-32.2,certification
105319,000119312512082958,g256745g88m02.jpg,GRAPHIC,GRAPHIC,other
105319,000119312512082958,g256745g88s24.jpg,GRAPHIC,GRAPHIC,other
105319,000119312512082958,0001193125-12-082958.txt,Complete submission text file,,other
105319,000119312512082958,wtw-20111231.xml,XBRL INSTANCE DOCUMENT,EX-101.INS,other
105319,000119312512082958,wtw-20111231.xsd,XBRL TAXONOMY EXTENSION SCHEMA,EX-101.SCH,other
105319,000119312512082958,wtw-20111231_cal.xml,XBRL TAXONOMY EXTENSION CALCULATION LINKBASE,EX-101.CAL,other
105319,000119312512082958,wtw-20111231_def.xml,XBRL TAXONOMY EXTENSION DEFINITION LINKBASE,EX-101.DEF,other
105319,000119312512082958,wtw-20111231_lab.xml,XBRL TAXONOMY EXTENSION LABEL LINKBASE,EX-101.LAB,other
105319,000119312512082958,wtw-20111231_pre.xml,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE,EX-101.PRE,other
105319,000119312515347655,d57453d8k.htm,FORM 8-K,8-K,other
105319,000119312515347655,0001193125-15-347655.txt,Complete submission text file,,other
105319,000119312516478394,d147856d8k.htm,FORM 8-K,8-K,other
105319,000119312516478394,d147856dex991.htm,EX-99.1,EX-99.1,other
105319,000119312516478394,g147856g18l64.jpg,GRAPHIC,GRAPHIC,other
