or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end,any_sec_exhibit,any_sec_price,any_patent_asset_sale
LEE YUNGLYUL,SK TELECOM CO LTD,2011-02-25,20,nan,1015650,768,1015650,2010-11-27,2011-05-26,0,0,0
LEE YUNGLYUL,SK TELECOM CO LTD,2013-07-12,31,nan,1015650,769,1015650,2013-04-13,2013-10-10,0,0,0
LETOURNEAU JACK J,SKYLER TECHNOLOGY INC,2005-03-23,21,nan,1819974,770,1819974,2004-12-23,2005-06-21,0,0,0
LETOURNEAU JACK J,SKYLER TECHNOLOGY INC,2006-06-21,20,nan,1819974,771,1819974,2006-03-23,2006-09-19,0,0,0
LETTAU TYLER,TILE INC,2016-10-27,21,nan,1552800,772,1552800,2016-07-29,2017-01-25,0,0,0
LEWIS JERRY D,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-04-14,21,nan,51143,773,51143,1997-01-14,1997-07-13,0,0,0
LG ELECTRONICS INC,OPTIS CELLULAR TECHNOLOGY LLC,2013-12-19,27,2058873,nan,774,2058873,2013-09-20,2014-03-19,0,0,0
LI HUI,RIGEL PHARMACEUTICALS INC,2003-03-04,20,nan,1034842,775,1034842,2002-12-04,2003-06-02,0,0,0
LI SHUAI,HERMES MICROVISION INC,2016-12-22,28,nan,65770,776,65770,2016-09-23,2017-03-22,0,0,0
LI YIZE,ALIBABA GROUP HOLDING LIMITED,2020-03-09,22,nan,1577552,777,1577552,2019-12-10,2020-06-07,0,0,0
LI YONG,JOHNSON ELECTRIC SA,2016-08-25,22,nan,200406,778,200406,2016-05-27,2016-11-23,0,0,0
LI YUE,JOHNSON ELECTRIC SA,2016-08-25,22,nan,200406,779,200406,2016-05-27,2016-11-23,0,0,0
LI ZHIGUO,ALIBABA GROUP HOLDING LIMITED,2020-03-20,28,nan,1577552,780,1577552,2019-12-21,2020-06-18,0,0,0
LIANG GEORGE,FLORIDA TURBINE TECHNOLOGIES INC,2010-04-29,24,nan,1321834,781,1321834,2010-01-29,2010-07-28,0,0,0
LICKRISH DAVID,IRONSHORE PHARMACEUTICALS DEVELOPMENT INC,2013-10-29,20,nan,1691082,782,1691082,2013-07-31,2014-01-27,0,0,0
LICOR INC,PACIFIC BIOSCIENCES OF CALIFORNIA INC,2007-08-27,24,nan,1299130,783,1299130,2007-05-29,2007-11-25,0,0,0
LIM CHULMIN,LG ELECTRONICS INC,2019-10-28,23,nan,2058873,784,2058873,2019-07-30,2020-01-26,0,0,0
LIM JAE HYUN,LG ELECTRONICS INC,2006-12-01,20,nan,2058873,785,2058873,2006-09-02,2007-03-01,0,0,0
LIM JAEHYUN,LG ELECTRONICS INC,2021-12-29,41,nan,2058873,786,2058873,2021-09-30,2022-03-29,0,0,0
LIM JEONGYEON,SK TELECOM CO LTD,2013-03-07,22,nan,1015650,787,1015650,2012-12-07,2013-06-05,0,0,0
LIM JEONGYEON,SK TELECOM CO LTD,2013-05-28,39,nan,1015650,788,1015650,2013-02-27,2013-08-26,0,0,0
LIM STEPHEN,PEPSICO INC,2012-02-24,20,nan,77476,789,77476,2011-11-26,2012-05-24,0,0,0
LIM STEPHEN,PEPSICO INC,2013-12-19,22,nan,77476,790,77476,2013-09-20,2014-03-19,0,0,0
LIN WENJIAN,QUALCOMM MEMS TECHNOLOGIES INC,2006-03-24,29,nan,1321834,791,1321834,2005-12-24,2006-06-22,0,0,0
LINK JOHN O,GILEAD SCIENCES INC,2013-10-17,27,nan,882095,792,882095,2013-07-19,2014-01-15,0,0,0
LIQUID CARBONIC CORPORATION,PRAXAIR TECHNOLOGY INC,1997-12-02,33,nan,1779474,793,1779474,1997-09-03,1998-03-02,0,0,0
LIRA SARA JANE,PIONEER HIBRED INTERNATIONAL INC,2020-03-23,20,nan,105319,794,105319,2019-12-24,2020-06-21,0,0,0
LIU CHIHCHENG,CHANGXIN MEMORY TECHNOLOGIES INC,2021-07-20,23,nan,1321834,795,1321834,2021-04-21,2021-10-18,0,0,0
LIU DAVID,STEM CENTRX INC,2013-02-22,32,nan,1758766,796,1758766,2012-11-24,2013-05-23,0,0,0
LIU JIAWEI,ALIBABA GROUP HOLDING LIMITED,2019-12-12,22,nan,1577552,797,1577552,2019-09-13,2020-03-11,0,0,0
LIU XUEDONG,HERMES MICROVISION INC,2016-12-21,22,nan,65770,798,65770,2016-09-22,2017-03-21,0,0,0
LOCKHEED MARTIN CORPORATION,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC,2000-11-27,68,nan,708781,799,708781,2000-08-29,2001-02-25,0,0,0
LOEW ANDREAS,ELSTAR THERAPEUTICS INC,2021-02-16,23,nan,1001316,800,1001316,2020-11-18,2021-05-17,0,0,0
LOW GLEN OLIVER,STEELCASE INC,2012-10-12,22,nan,1050825,801,1050825,2012-07-14,2013-01-10,0,0,0
LSI CORPORATION,NETAPP INC,2011-05-06,25,nan,1002047,802,1002047,2011-02-05,2011-08-04,1,1,1
LU PENGCHENG,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,21,nan,1852440,803,1852440,2017-01-27,2017-07-26,0,0,0
LU WEI,FORMA THERAPEUTICS INC,2016-06-20,20,nan,1001316,804,1001316,2016-03-22,2016-09-18,0,0,0
LUCAS EARL,FORD GLOBAL TECHNOLOGIES LLC,2017-03-02,24,nan,932021,805,932021,2016-12-02,2017-05-31,0,0,0
LUCAS EARL C,FORD GLOBAL TECHNOLOGIES LLC,2017-10-24,34,nan,932021,806,932021,2017-07-26,2018-01-22,0,0,0
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS GUARDIAN CORP,2001-01-30,103,1726079,nan,807,1726079,2000-11-01,2001-04-30,0,0,0
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS INC,2001-01-30,57,1726079,nan,808,1726079,2000-11-01,2001-04-30,0,0,0
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS INC,2002-05-31,31,1726079,nan,809,1726079,2002-03-02,2002-08-29,0,0,0
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS OPTOELECTRONICS GUARDIAN CORP,2001-01-30,37,1726079,nan,810,1726079,2000-11-01,2001-04-30,0,0,0
LUCENT TECHNOLOGIES INC,AVAYA TECHNOLOGY CORP,2000-09-29,39,1726079,nan,811,1726079,2000-07-01,2000-12-28,0,0,0
LUCENT TECHNOLOGIES INC,PARADYNE CORPORATION FORMERLY KNOWN AS ATT PARADYNE CORPORATION,1996-07-31,31,1726079,nan,812,1726079,1996-05-02,1996-10-29,0,0,0
LUCENT TECHNOLOGIES INC,TYCO ELECTRONICS LOGISTICS AG,2000-12-29,228,1726079,nan,813,1726079,2000-09-30,2001-03-29,0,0,0
LUDWIG JAMES N,STEELCASE INC,2012-10-15,23,nan,1050825,814,1050825,2012-07-17,2013-01-13,0,0,0
LUKE HOKSUM HORACE,GOGORO INC,2012-09-12,27,nan,1886190,815,1886190,2012-06-14,2012-12-11,0,0,0
LYON CHARLES CHRISTOPHER,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,nan,4962,816,4962,2006-07-25,2007-01-21,0,0,0
M2 MEDICAL AS,M2 GROUP HOLDINGS INC,2009-03-24,26,nan,1705402,817,1705402,2008-12-24,2009-06-22,0,0,0
MAGNA INTERNATIONAL INC,GRUPO ANTOLÍNIRAUSA SA,2015-08-31,20,749098,nan,818,749098,2015-06-02,2015-11-29,0,0,0
MAGNETIC PERIPHERALS INC,SEAGATE TECHNOLOGY INC,1990-05-17,22,nan,1779474,819,1779474,1990-02-16,1990-08-15,0,0,0
MAHINDRU RUCHI,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,nan,51143,820,51143,2018-04-17,2018-10-14,0,0,0
MALDONADO ROBERTO A,SELECTA BIOSCIENCES INC,2012-05-25,35,nan,1279704,821,1279704,2012-02-25,2012-08-23,0,0,0
MANTOR MICHAEL,ADVANCED MICRO DEVICES INC,2012-03-05,23,nan,2488,822,2488,2011-12-06,2012-06-03,0,0,0
MANVILLE RICHARD B,MATTEL INC,2002-03-22,66,nan,63276,823,63276,2001-12-22,2002-06-20,0,0,0
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-10-31,20,nan,104169,824,104169,2012-08-02,2013-01-29,0,0,0
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-12-18,20,nan,104169,825,104169,2012-09-19,2013-03-18,0,0,0
MARK DARREN M,BLACK DECKER INC,1995-09-19,23,nan,93556,826,93556,1995-06-21,1995-12-18,0,0,0
MARMINC THOMAS,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,33,nan,932021,827,932021,2018-03-21,2018-09-17,0,0,0
MARVELL INTERNATIONAL LTD,CAVIUM INTERNATIONAL,2019-12-31,23,1940941,nan,828,1940941,2019-10-02,2020-03-30,0,0,0
MARVELL SEMICONDUCTOR INC,MARVELL INTERNATIONAL LTD,2008-09-03,31,nan,1940941,829,1940941,2008-06-05,2008-12-02,0,0,0
MARVELL TECHNOLOGY GROUP LTD,MARVELL INTERNATIONAL LTD,2001-01-19,67,1835632,1940941,830,1835632,2000-10-21,2001-04-19,0,0,0
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2017-06-08,36,nan,1940941,831,1940941,2017-03-10,2017-09-06,0,0,0
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2019-09-26,195,nan,1940941,832,1940941,2019-06-28,2019-12-25,0,0,0
MASHIACH ADI,NYXOAH SA,2018-07-19,85,nan,1857190,833,1857190,2018-04-20,2018-10-17,0,0,0
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2000-06-01,20,nan,110471,834,110471,2000-03-03,2000-08-30,0,0,0
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2005-05-27,23,nan,110471,835,110471,2005-02-26,2005-08-25,0,0,0
MATRICS INC,SYMBOL TECHNOLOGIES INC,2004-12-21,42,nan,1321834,836,1321834,2004-09-22,2005-03-21,0,0,0
MATTINGLY TODD D,WALMART STORES INC,2018-01-25,32,nan,104169,837,104169,2017-10-27,2018-04-25,0,0,0
MATTINGLY TODD D,WALMART STORES INC,2018-02-22,50,nan,104169,838,104169,2017-11-24,2018-05-23,0,0,0
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2019-09-25,41,1779474,nan,839,1779474,2019-06-27,2019-12-24,0,0,0
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2021-02-19,24,1779474,nan,840,1779474,2020-11-21,2021-05-20,0,0,0
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2019-09-25,40,1779474,1779474,841,1779474,2019-06-27,2019-12-24,0,0,0
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2021-02-19,24,1779474,1779474,842,1779474,2020-11-21,2021-05-20,0,0,0
MAXTOR CORPORATION,SEAGATE TECHNOLOGY LLC,2009-05-29,101,nan,1137789,843,1137789,2009-02-28,2009-08-27,0,0,0
MCCORD JAMES W,DOVER TECHNOLOGY INTERNATIONAL INC,1985-12-21,23,nan,105319,844,105319,1985-09-22,1986-03-21,0,0,0
MCCORMICK JAROD,SILURIA TECHNOLOGIES INC,2015-07-15,22,nan,1321834,845,1321834,2015-04-16,2015-10-13,0,0,0
MCCRARY REX,ADVANCED MICRO DEVICES INC,2012-03-27,21,nan,2488,846,2488,2011-12-28,2012-06-25,0,0,0
MCGIMPSEY DONALD ROBERT,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,nan,4962,847,4962,2006-08-30,2007-02-26,0,0,0
MCHUGH WAYNE THOMAS,GANART TECHNOLOGIES INC,2010-01-29,21,nan,1321834,848,1321834,2009-10-31,2010-04-29,0,0,0
MCNULTY CHRISTOPHER THOMAS,HYPERFINE RESEARCH INC,2018-09-10,21,nan,1833769,849,1833769,2018-06-12,2018-12-09,0,0,0
MCWILLIAMS DOUGLAS STEPHENS,EASTMAN CHEMICAL COMPANY,2006-03-24,23,nan,915389,850,915389,2005-12-24,2006-06-22,0,0,0
MEI CALIFORNIA INC,MICRON TECHNOLOGY INC,2001-03-22,46,nan,723125,851,723125,2000-12-22,2001-06-20,0,0,0
MENDLEIN JOHN D,ATYR PHARMA INC,2013-07-11,36,nan,1339970,852,1339970,2013-04-12,2013-10-09,0,0,0
MERCK CO INC,MICROSOFT CORPORATION,2009-06-26,28,310158,nan,853,310158,2009-03-28,2009-09-24,0,0,0
MERCK SHARP DOHME CORP,SIRNA THERAPEUTICS INC,2014-03-24,66,nan,2036042,854,2036042,2013-12-24,2014-06-22,0,0,0
MERRELL DOW PHARMACEUTICALS INC,MERRELL PHARMACEUTICALS INC,1995-09-15,34,1751788,1691082,855,1751788,1995-06-17,1995-12-14,0,0,0
MERRIMACK PHARMACEUTICALS INC,IPSEN BIOPHARM LTD,2017-04-03,24,1691082,nan,856,1691082,2017-01-03,2017-07-02,0,0,0
MESSALE CLAUDIO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,23,nan,932021,857,932021,2018-06-28,2018-12-25,0,0,0
METROS CRAIG,FORD GLOBAL TECHNOLOGIES LLC,2019-03-27,30,nan,932021,858,932021,2018-12-27,2019-06-25,0,0,0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,nan,932021,859,932021,2015-10-07,2016-04-04,0,0,0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-12-19,21,nan,932021,860,932021,2016-09-20,2017-03-19,0,0,0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,29,nan,932021,861,932021,2017-10-12,2018-04-10,0,0,0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-04-04,20,nan,932021,862,932021,2018-01-04,2018-07-03,0,0,0
MEYER ANTHONY,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,20,nan,932021,863,932021,2018-03-21,2018-09-17,0,0,0
MICROELECTRONICS AND COMPUTER TECHNOLOGY CORPORATION,SI DIAMOND TECHNOLOGY INC,1997-12-16,23,nan,1779474,864,1779474,1997-09-17,1998-03-16,0,0,0
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-09-26,271,723125,nan,865,723125,2008-06-28,2008-12-25,0,0,0
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-10-03,177,723125,nan,866,723125,2008-07-05,2009-01-01,0,0,0
MICRON TECHNOLOGY INC,MOSAID TECHNOLOGIES INCORPORATED,2009-06-09,20,723125,nan,867,723125,2009-03-11,2009-09-07,0,0,0
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-23,50,723125,nan,868,723125,2009-09-24,2010-03-23,0,0,0
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-30,64,723125,nan,869,723125,2009-10-01,2010-03-30,0,0,0
MICROPYRETICS HEATERS INTERNATIONAL INC,MHI HEALTH DEVICES LLC,2015-12-17,30,105319,nan,870,105319,2015-09-18,2016-03-16,0,0,0
MIDEA AMERICA CORPORATION,MIDEA GROUP CO LTD,2017-12-19,38,nan,2039784,871,2039784,2017-09-20,2018-03-19,0,0,0
MIHIC MATTHEW,BEA SYSTEMS INC,2005-08-01,27,nan,1352010,872,1352010,2005-05-03,2005-10-30,0,0,0
MIN JINKI,LG ELECTRONICS INC,2020-01-07,27,nan,2058873,873,2058873,2019-10-09,2020-04-06,0,0,0
MIRALLES CARLOS THOMAS,AEROVIRONMENT INC,2010-02-02,28,nan,1368622,874,1368622,2009-11-04,2010-05-03,0,0,0
MISHRA RAHUL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,nan,51143,875,51143,2014-08-19,2015-02-15,0,0,0
MISTRY XITIJ,FORD GLOBAL TECHNOLOGIES LLC,2018-04-03,25,nan,932021,876,932021,2018-01-03,2018-07-02,0,0,0
MITCHELL MELVIN GLENN,EASTMAN CHEMICAL COMPANY,2019-09-12,33,nan,915389,877,915389,2019-06-14,2019-12-11,0,0,0
MITEL CLOUD SERVICES INC,RINGCENTRAL INC,2022-01-28,33,nan,1384905,878,1384905,2021-10-30,2022-04-28,0,0,0
MITRA SOUVICK,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,nan,51143,879,51143,2014-08-19,2015-02-15,0,0,0
MOERTL DANIEL F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,nan,51143,880,51143,2014-08-21,2015-02-17,0,0,0
MOHAWK INDUSTRIES INC,ALADDIN MANUFACTURING CORPORATION,2019-03-29,22,851968,nan,881,851968,2018-12-29,2019-06-27,0,0,0
MOHR PAUL W,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,22,nan,1035267,882,1035267,2015-06-27,2015-12-24,0,0,0
MOHUNDRO JAMES GLENN,PACIFIC MARKETING INTERNATIONAL HK LTD,2004-03-16,65,nan,1940941,883,1940941,2003-12-17,2004-06-14,0,0,0
MOLECUMETICS LTD,MYRIAD PHARMACEUTICALS INC,2003-05-30,29,nan,1691082,884,1691082,2003-03-01,2003-08-28,0,0,0
MONDELLO ANTONINO,MICRON TECHNOLOGY INC,2019-12-13,40,nan,723125,885,723125,2019-09-14,2020-03-12,0,0,0
MONTGOMERY JOSHUA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-07,20,nan,4962,886,4962,2004-04-08,2004-10-05,0,0,0
MOON JOOHEE,SK TELECOM CO LTD,2010-10-16,22,nan,1015650,887,1015650,2010-07-18,2011-01-14,0,0,0
MOON JOOHEE,SK TELECOM CO LTD,2011-02-16,20,nan,1015650,888,1015650,2010-11-18,2011-05-17,0,0,0
MOON JOOHEE,SK TELECOM CO LTD,2013-06-03,31,nan,1015650,889,1015650,2013-03-05,2013-09-01,0,0,0
MOON SANGCHUL,LG ELECTRONICS INC,2015-12-29,31,nan,2058873,890,2058873,2015-09-30,2016-03-28,0,0,0
MOON SUNG HO,LG ELECTRONICS INC,2012-05-03,24,nan,2058873,891,2058873,2012-02-03,2012-08-01,0,0,0
MOORE WILLIAM K,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,nan,932021,892,932021,2019-11-02,2020-04-30,0,0,0
MORRISON KAREN JANE MEYRICK,AGENSYS INC,2002-05-06,35,nan,924383,893,924383,2002-02-05,2002-08-04,0,0,0
MORRISON ROBERT KENDALL,AGENSYS INC,2002-05-06,34,nan,924383,894,924383,2002-02-05,2002-08-04,0,0,0
MORTON PHILIP G,DAYTON TECHNOLOGIES INC,2000-04-06,27,nan,1321834,895,1321834,2000-01-07,2000-07-05,0,0,0
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-07-31,24,68505,nan,896,68505,2010-05-02,2010-10-29,0,0,0
MOTOROLA INC,MOTOROLA MOBILITY INC,2010-11-29,50,68505,nan,897,68505,2010-08-31,2011-02-27,1,1,1
MUHAMMAD MUJAHID,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-18,21,nan,51143,898,51143,2014-08-20,2015-02-16,0,0,0
MULLEN JEFFREY D,DYNAMICS INC,2008-12-18,57,nan,1022671,899,1022671,2008-09-19,2009-03-18,0,0,0
MURPHY ANDREW J,REGENERON PHARMACEUTICALS INC,2013-05-07,27,nan,872589,900,872589,2013-02-06,2013-08-05,0,0,0
MUSTEK SYSTEMS INC,TRANSPACIFIC OPTICS LLC,2005-12-02,20,807863,nan,901,807863,2005-09-03,2006-03-02,0,0,0
MYRIAD GENETICS INC,MYRIAD PHARMACEUTICALS INC,2009-06-30,45,899923,1691082,902,899923,2009-04-01,2009-09-28,1,0,0
MYRIAD PHARMACEUTICALS INC,MYRIAD GENETICS INC,2003-08-05,30,1691082,899923,903,1691082,2003-05-07,2003-11-03,0,0,0
NALCO COMPANY LLC,ECOLAB USA INC,2017-02-27,77,nan,31462,904,31462,2016-11-29,2017-05-28,0,0,0
NAM BOHYUN,LG ELECTRONICS INC,2017-04-04,33,nan,2058873,905,2058873,2017-01-04,2017-07-03,0,0,0
NANOSET LLC,BIOPHAN TECHNOLOGIES INC,2008-02-15,52,nan,1321834,906,1321834,2007-11-17,2008-05-15,0,0,0
NATARAJAN CHANDRASHEKAR,WALMART STORES INC,2015-11-14,21,nan,104169,907,104169,2015-08-16,2016-02-12,0,0,0
NATIONAL INSTITUTE FOR STRATEGIC TECHNOLOGY ACQUISITION AND COMMERCIALIZATION,FORD GLOBAL TECHNOLOGIES LLC,2006-04-05,25,nan,932021,908,932021,2006-01-05,2006-07-04,0,0,0
NATIONAL SEMICONDUCTOR CORPORATION,ADVANCED MICRO DEVICES INC,2003-08-21,35,nan,2488,909,2488,2003-05-23,2003-11-19,0,0,0
NATIONAL SEMICONDUCTOR CORPORATION BY JOHN M CLARK III SR VP AND SECRETARY,ADVANCED MICRO DEVICES INC,2003-08-21,54,nan,2488,910,2488,2003-05-23,2003-11-19,2,1,1
NEALE PAUL V,DEXCOM INC,2005-03-09,41,nan,1093557,911,1093557,2004-12-09,2005-06-07,0,0,0
NEOCERA INC,NEOCERA LLC,2006-11-16,23,1756180,nan,912,1756180,2006-08-18,2007-02-14,0,0,0
NETHONGKOME BENJAMIN,NIKE INC,2022-01-04,34,nan,320187,913,320187,2021-10-06,2022-04-04,0,0,0
NETWORKS ASSOCIATES TECHNOLOGY INC,MCAFEE INC,2004-11-19,30,1779474,nan,914,1779474,2004-08-21,2005-02-17,0,0,0
NEUROGEN CORPORATION,NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,2009-02-26,20,nan,1940941,915,1940941,2008-11-28,2009-05-27,0,0,0
NEWSON MARC A,APPLE INC,2015-02-02,25,nan,320193,916,320193,2014-11-04,2015-05-03,0,0,0
NEXSTAR PHARMACEUTICALS INC,GILEAD SCIENCES INC,2001-01-23,54,1691082,882095,917,1691082,2000-10-25,2001-04-23,0,0,0
NG PUI YEE,FORMA THERAPEUTICS INC,2016-02-23,20,nan,1001316,918,1001316,2015-11-25,2016-05-23,0,0,0
NISHIBORI SHIN,APPLE COMPUTER INC,2005-10-19,22,nan,320193,919,320193,2005-07-21,2006-01-17,0,0,0
NISHIBORI SHIN,APPLE INC,2007-12-13,35,nan,320193,920,320193,2007-09-14,2008-03-12,0,0,0
NOGUCHI JUNPEI,HONDA MOTOR CO LTD,2021-05-10,30,nan,715153,921,715153,2021-02-09,2021-08-08,0,0,0
NOKIA SOLUTIONS AND NETWORKS OY,WIRELESS FUTURE TECHNOLOGIES INC,2014-06-24,29,nan,1321834,922,1321834,2014-03-26,2014-09-22,0,0,0
NORAIR JOHN PETER,BLACKBIRD TECHNOLOGY HOLDINGS INC,2012-02-28,21,nan,1779474,923,1779474,2011-11-30,2012-05-28,0,0,0
NORCOTT MAURICE H,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,37,nan,51143,924,51143,1993-02-02,1993-08-01,0,0,0
NORTH INC,GOOGLE LLC,2020-09-16,33,1093672,nan,925,1093672,2020-06-18,2020-12-15,0,0,0
NOVAMAX TECHNOLOGIES INC,HENKEL KOMMANDITGESELLSCHAFT AUF AKTIEN HENKEL KGAA,1996-12-31,25,1321834,nan,926,1321834,1996-10-02,1997-03-31,0,0,0
NOVARTIS AG,GLAXOSMITHKLINE BIOLOGICALS SA,2016-06-15,108,1114448,nan,927,1114448,2016-03-17,2016-09-13,0,0,0
NOVARTIS AG,NOVARTIS TIERGESUNDHEIT AG,2015-01-01,25,1114448,1114448,928,1114448,2014-10-03,2015-04-01,0,0,0
NOVARTIS AG,SYNGENTA PARTICIPATION AG,2004-03-04,26,1114448,nan,929,1114448,2003-12-05,2004-06-02,0,0,0
NOVARTIS AG,SYNGENTA PARTICIPATIONS AG,2004-11-05,20,1114448,nan,930,1114448,2004-08-07,2005-02-03,0,0,0
NOVARTIS INTERNATIONAL PHARMACEUTICAL LTD,NOVARTIS AG,2015-03-30,28,1940941,1114448,931,1940941,2014-12-30,2015-06-28,0,0,0
NOVARTIS PHARMA AG,NOVARTIS AG,2009-01-19,50,1114448,1114448,932,1114448,2008-10-21,2009-04-19,0,0,0
NOVO NORDISK AS,NOVO NORDISK HEALTHCARE AG,2005-01-27,34,353278,nan,933,353278,2004-10-29,2005-04-27,0,0,0
NOVO NORDISK AS,TRANSTECH PHARMA INC,2009-03-16,22,353278,nan,934,353278,2008-12-16,2009-06-14,0,0,0
NOVOZYMES AS,NOVOZYMES ADENIUM BIOTECH AS,2009-12-22,28,1131345,nan,935,1131345,2009-09-23,2010-03-22,0,0,0
NUMERICAL TECHNOLOGIES INC,SYNOPSYS MERGER HOLDINGS LLC,2009-12-16,73,1321834,nan,936,1321834,2009-09-17,2010-03-16,0,0,0
OGG RANDY GENE,ENCELL TECHNOLOGY INC,2014-10-27,24,nan,1779474,937,1779474,2014-07-29,2015-01-25,0,0,0
OH HYEN O,LG ELECTRONICS INC,2006-12-01,20,nan,2058873,938,2058873,2006-09-02,2007-03-01,0,0,0
OHKUBO SHUN,DAIKIN INDUSTRIES LTD,2020-08-24,20,nan,1446519,939,1446519,2020-05-26,2020-11-22,0,0,0
OMNIPOINT CORPORATION,OMNIPOINT TECHNOLOGIES INC,2000-06-26,132,nan,1321834,940,1321834,2000-03-28,2000-09-24,0,0,0
OPKO HEALTH INC,OPKO RENAL LLC,2013-12-31,24,944809,nan,941,944809,2013-10-02,2014-03-31,0,0,0
OPTISOLAR INC,OPTISOLAR TECHNOLOGIES INC,2009-04-03,21,nan,1321834,942,1321834,2009-01-03,2009-07-02,0,0,0
ORALEVICH MICHAEL SHAMAI,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,20,nan,4962,943,4962,2006-08-30,2007-02-26,0,0,0
ORANGE SA,DOLBY INTERNATIONAL AB,2014-09-03,23,1038143,nan,944,1038143,2014-06-05,2014-12-02,0,0,0
ORBOT INSTRUMENTS LIMITED,APPLIED MATERIALS INC,2000-05-12,61,nan,6951,945,6951,2000-02-12,2000-08-10,1,1,1
OWENSCORNING FIBERGLAS TECHNOLOGY INC,OCV INTELLECTUAL CAPITAL LLC,2008-11-21,22,1779474,nan,946,1779474,2008-08-23,2009-02-19,0,0,0
PAIS GODWIN,ACHILLION PHARMACEUTICALS INC,2016-03-11,24,nan,1691082,947,1691082,2015-12-12,2016-06-09,0,0,0
PALURI SEETHAL,LG ELECTRONICS INC,2022-01-04,33,nan,2058873,948,2058873,2021-10-06,2022-04-04,0,0,0
PAN MATTEUS,DROPBOX INC,2016-02-19,22,nan,1467623,949,1467623,2015-11-21,2016-05-19,0,0,0
PANG HEE SUK,LG ELECTRONICS INC,2006-12-01,20,nan,2058873,950,2058873,2006-09-02,2007-03-01,0,0,0
PANI AYAS,CISCO TECHNOLOGY INC,2017-08-21,22,nan,1779474,951,1779474,2017-05-23,2017-11-19,0,0,0
PARK CHONGYOUNG,LG ELECTRONICS INC,2021-03-30,39,nan,2058873,952,2058873,2020-12-30,2021-06-28,0,0,0
PARK HONGKYU,LG ELECTRONICS INC,2020-01-07,27,nan,2058873,953,2058873,2019-10-09,2020-04-06,0,0,0
PARK JONGHYUN,LG ELECTRONICS INC,2018-09-11,30,nan,2058873,954,2058873,2018-06-13,2018-12-10,0,0,0
PARK JOONYOUNG,LG ELECTRONICS INC,2014-04-25,36,nan,2058873,955,2058873,2014-01-25,2014-07-24,0,0,0
PARK KYUSUH,LG ELECTRONICS INC,2019-12-04,20,nan,2058873,956,2058873,2019-09-05,2020-03-03,0,0,0
PARK KYUTAE,LG ELECTRONICS INC,2020-02-07,37,nan,2058873,957,2058873,2019-11-09,2020-05-07,0,0,0
